userName,score,at,content
Nadia Karina Hakman,5,2024-08-17 12:56:55,"Thank youu glints.. dari sekian banyak nya aplikasi pencari kerja, hanya aplikasi glints yang cepat dapat tanggapan dari HRD. Mantapp.. tapi ada sedikit keluhan, kadang aplikasi nya keluar sendiri ngga tau kenapa:(( semoga bisa diperbaiki.."
Aditia Maulana,1,2024-08-17 12:18:34,Gtau cara kerja nya
GAJAH DUDUK,4,2024-08-17 11:55:57,baik
Scheva Sudartono,5,2024-08-17 08:25:18,"Great job, sir"
Billie,2,2024-08-17 07:07:50,"plusnya bisa komunikasi langsung sama HRD nya minusnya domisili kerjanya jauh jauh banget padahal udah di setting domisili gw sekarang, gw harap sih buat domisili kerjanya harus di perbaiki sesuai dengan domisili di pelamarnya."
Ryan Ryan,4,2024-08-17 06:19:47,bagus
Labib Khoirul,5,2024-08-17 04:19:07,jos
Bakhtiar Tiar,5,2024-08-17 02:02:38,Bermanfaat
M Tambunan,5,2024-08-16 17:55:10,Aplikasi bagus
arya fauzan,5,2024-08-16 17:18:12,ok
Adi Wicaksono,5,2024-08-16 15:37:39,Sangat-sangat membantu sekali🙏
Muhammad Husin Khaikal,4,2024-08-16 12:50:18,Semoga membantu para pencari kerja
Aura Haq,5,2024-08-16 11:26:54,"semoga berkah untuk semua yang butuh kerjaan 🤲🤲🤲🙏🤝😊 Dan akan makin banyak berkah jika, bagaimana caranya agar bisa memuat lowongan kerja untuk usia 50 tahun keatas karena saat ini byk org ""YG TDK muda"" secara usia tapi sebenarnya masih energik dan kuat, tidak kalah dgn yg muda2, tapi beliau2 itu terbentur ""syarat -usia"" yg dipasang oleh calon pemberi kerja. Terimakasih 🙏🤲👍❤🤝"
hasnawati,5,2024-08-16 10:18:31,bagus
Erwin Sathya,5,2024-08-16 09:16:41,belum dpt
Agis Fauji,5,2024-08-16 09:15:40,bagus
Zainudin,5,2024-08-16 08:01:40,ok bgt
Siti Rohimah,5,2024-08-16 07:09:52,bguss
Wahyu Jp (Lonewolf),5,2024-08-16 06:26:22,bagus
Indra Gunawan,5,2024-08-16 06:09:28,"walopun blm membuahkan hasil,semoga sedekah bintang 5 ini bisa berkah buat apk nya"
Delphi junelsy,5,2024-08-16 05:42:42,bagus
Pidoan Putra,4,2024-08-16 04:57:27,sangat bagus
Ati Sidik,5,2024-08-16 04:44:51,oke
Eva Fadilah,5,2024-08-16 04:06:21,mantap
Soun Goreng,5,2024-08-16 02:43:31,terima kasih Glints membantu saya mencari pekerjaan semoga para pencari kerja terbantu dg Glints sehingga bisa menerima saya sebagai karyawannya
dadan ramdani,5,2024-08-16 02:17:02,ok siap
Bertua Butarbutar,5,2024-08-16 00:40:41,Yohanes Stmpl
Sae pulloh,4,2024-08-16 00:24:53,mantap
Sulthan Gustav,5,2024-08-15 18:41:47,Best lah walau lokernya g banyak tapi respon
zakaria excellent,5,2024-08-15 15:47:17,belum dapat kerjaan
Ilham Ahadiath,1,2024-08-15 14:46:42,Bisa bisanya rating bagus wkwkw jangan buag harapan mu di platform ini karena percuma ga akan ada panggilan
Laode Zakaria (Zack),5,2024-08-15 14:21:47,Fiturnya bagus karena bisa berkomunikasi lgsg dgn pihak pemberi kerja hanya sayang galeri kerja masih kurang bahkan tdk ada untuk wilayah tertentu.
Dhimas Sagita Putra,5,2024-08-15 12:17:35,"Aplikasi yang bagus sekali yg dimana pemberi kerja merespon sangat cepat, tidak hanya melempar lowongan tidak ada tanggapan seperti aplikasi sebelah. Piliha kerja pun beragam. Semoga management glints semakin ber inovasi dan selalu jaya.........."
22 - 214 NAUFAL ARYA PRATISENA,1,2024-08-15 11:51:01,Ini kenapa sih aplikasi perasaan sebelumnya ga kenapa napa tapi sekarang rada lag sih padahal ram hp saya gede dan aplikasi lain tidak kenapa napa
Syifa Syakila,1,2024-08-15 10:13:05,"Setelah update kenapa jadi bug sama ngelag yaa? tolong cepat perbaiki dong, ganggu bgt"
215's,5,2024-08-15 09:55:35,Bagus
Aldyan Aldy,5,2024-08-15 09:04:39,Keren
Nurul Hidayantri 2,5,2024-08-15 08:07:17,semoga dpt kerjaan yg cocok
Redho Satria Pramana,5,2024-08-15 07:00:57,Very good
Antonius Clenduno Sihotang,5,2024-08-15 04:53:02,Oke punya
Sarif Hidayatullah,5,2024-08-15 04:52:19,👍
Arief purnama,5,2024-08-15 04:05:54,bagus
Apol flori,5,2024-08-15 04:02:39,sangat membatu
Fahyu Agasta,5,2024-08-15 03:48:07,Alkhamndulilah saya dapet pekerjaan yang layak semoga berkah selalu
Nia Kurniasih,5,2024-08-15 03:07:24,bagus banget buat jobseeker. beberapa kali dapat panggilan interview setelah apply lewat apk ini. perihal diterima atau engga itu urusàn HRD masing2 perusahaan.
boy Saghi,5,2024-08-15 02:25:24,good s
Suci Uci,5,2024-08-15 01:06:56,bagus
Kuswandi,1,2024-08-14 23:35:32,Lumayan
Samuel Hia,5,2024-08-14 19:46:40,mantap
Hermawan Alwani3.3,3,2024-08-14 16:18:28,semoga sih terlaksana atau benar benar tepat bagi pencari kerja 🤲
Ardiannurpudya Nurpudya,5,2024-08-14 13:35:09,bagus
Riau Zakaria,1,2024-08-14 13:29:56,"option sudah di setting kota pencarian area jakarta selatan tapi yang muncul daerah seindonesia, hahahaah jadi buang waktu scrolling cari yang sesuai area jakarta selatan option pekerjaan Warehouse tapi muncul semua bidang pekerjaan,, jadi tambah buang waktu lagi scrolling bidang pekerjaan yang sesuai... to many waste time..."
deri ga,3,2024-08-14 11:35:30,"Aneh banyak banget jadi kandidat terpilih dan status nya sedang komunikasi,tapi tidak ada satupun yg menghubungi."
Dimas Radithya,5,2024-08-14 11:18:43,mantap pol
Muhamad Idris,5,2024-08-14 09:47:11,"aplikasi terbaik untuk cari loker, terima kasih"
Sapril Sapri,5,2024-08-14 09:39:07,iya'in dah
Rokhman 21,4,2024-08-14 08:17:59,membantu bngt
mamat rahmat,5,2024-08-14 08:13:03,sangat infotmatif
Muhtadin Muhtadin,5,2024-08-14 07:37:31,terimakasih
Rino Priyon,5,2024-08-14 05:11:06,top
Jasni Sinaga,5,2024-08-14 04:54:48,sangat membantu mencari pekerjaan
Ferry Erry,3,2024-08-14 04:06:03,"App nya bagus. Banyak job trsedia dan sesuai pilihan. Namun semua lamaranku di tolak, kadung seneng krn lanjut di WA tp msi di tolak jg."
Wiwin Amtasi,5,2024-08-14 03:46:35,sangat bagus
yoseph harianto,5,2024-08-14 03:31:25,terimakasih Glints
mkao,5,2024-08-14 02:10:28,Tingkatin lagi lebih baik ya
IND 25,4,2024-08-13 17:35:18,update
Sky Fijyer,5,2024-08-13 17:12:40,Aplikasi ini sangat bagusan banget buat yang pengangguran
ahmad wijaya,4,2024-08-13 16:30:18,semoga bisa membantu untuk mendapatkan tambahan
Syafitrah alif Raihan,2,2024-08-13 13:21:09,Aplikasi nya ngechat ga dibales ² padahal online Ngelamar kesana sini belum ada read atau hal apapun hadeuh gaakan pake aplikasi ini lagi deh ada ngartis semua HRD nya sudahlah ini aplikasi nya khusu untuk pekerja yang pengalaman 😒😒👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
Bagus Racing,4,2024-08-13 12:32:54,mantap
eka jusvar,5,2024-08-13 11:15:29,good
Silvilia Dwi,5,2024-08-13 09:00:51,aplikasinya bagus untuk saya yang baru pertama kali mencoba aplikasi ini
Alit Elang_Raung,5,2024-08-13 08:34:56,jos
D Omel,4,2024-08-13 08:22:57,baik
Ayr Soda,3,2024-08-13 08:07:35,"Filter pencarian pekerjaan membingungkan, sudah dibuat daerah tertentu malah yang keluar daerah lain"
Dedy Ivan Kristianto,4,2024-08-13 07:53:20,oke
stepi,4,2024-08-13 06:34:58,"buat aplikasinya udah bagus yaa, mudah dipahami. di aplikasi ini aku sering dipanggil buat interview tapi males bgt kadang gaji yang ditulis ga sesuai sama yang dikasih nantinya, bukannya ga bersyukur atau gimana ya tapi itu termasuk nipu ga si?? kadang tulis 3jt - 4jt, tapi aslinya cuma 1jt - 2jt aja."
Rira Akbar,5,2024-08-13 03:32:00,ok bgt thx Glints
Godam Adi,5,2024-08-13 03:15:43,"semoga cepat dapat kerja,"
Iswadi Fh,5,2024-08-13 02:59:19,saya coba dulu
Syahrul Mubarak,1,2024-08-13 02:48:26,tidak bisa buka fitur chat. padahal sudah pakai 2 hp berbeda.
Husen Husen,5,2024-08-13 02:06:10,ok
Satria Biru,5,2024-08-13 01:50:53,"senang pake apk glint,sangat membantu berkat apk ini saya Uda kerja"
Mursidah S,3,2024-08-13 01:47:16,ok
Atika Kusumondari (ATIKA),5,2024-08-13 01:23:52,"Luar biasa aplikasi Glints ini!! Baru sehari apply lgsg dapet panggilan interview, responsif bgt pihak recruternya💯💯"
Mukhtar Muklis,5,2024-08-12 23:51:01,trimakasih telah membantu kami pencari kerja untuk menemukan pekerjaan yang cocok untuk kami
Nendy sebastian,5,2024-08-12 14:14:36,verry good
Hendra,5,2024-08-12 13:11:59,sangat membantu semoga ada jalannya
Rafif Graphic Design,5,2024-08-12 11:06:33,good very good
Tegoh Praja,1,2024-08-12 09:31:21,Apa bener bisa bekerja lewat aplikasi ini
Dito Saputra,5,2024-08-12 08:48:43,Good jobs
Risma Nadia,5,2024-08-12 07:07:01,membantu sekali untuk pencari kerja❤
Fuad Sulaimy,5,2024-08-12 06:15:27,Sudah keren ini aplikasi
Rhmdd YT,1,2024-08-12 03:55:53,"Gk guna, hrd gk pernah reply"
Adi Aryani,5,2024-08-12 03:20:52,bagus
Dim Dhimpel,2,2024-08-12 02:25:46,"untuk daerah kab.semarang mungkin di perluas lagi untuk lowongan PT nya , karena rata2 adanya di Bekasi , tangerang"
Wawang Gunawan,5,2024-08-12 02:19:39,keren
Budi Nurabadi,5,2024-08-11 14:20:58,sangat baik
Hairul Imam,5,2024-08-11 13:41:14,Sangat Membantu dan mudah di Gunakan... Tidak Ada Iklan...
BOWIE SAPUTERA,5,2024-08-11 13:14:24,"Awalnya ragu pakai aplikasi ini. Setelah 3 hari langsung dapat panggilan & keterima kerja. Bersyukur sekali, terimakasih untuk Glits & team work nya. Sukses selalu. 🙏"
Jack Boy,4,2024-08-11 12:45:21,Okk
AKWAN YASIN,4,2024-08-11 12:43:56,nice apk
Anggi Satria,1,2024-08-11 12:38:43,"Tolong dong adain fitur untuk kandidat agar dapat ngasih rating sama perusahaan, karena saya sering masuk dalam komunikasi tapi ga ada email masuk atau pun obrolan terkait aplikasi lamaran saya, tiba² langsung pindah tidak sesuai atau loker ditutup, sehingga saya mulai kurang percaya dengan aplikasi ini."
Elky145 L-tif,3,2024-08-11 12:30:27,nyoba beneran nggk nih
Muhamad Arifin,5,2024-08-11 08:15:49,loker sangat detail
agus giantoro,5,2024-08-11 07:27:02,terbaik
Nakano Miku,5,2024-08-11 04:34:30,bagus
arief budiman,5,2024-08-11 03:01:46,"Mantapp... Aplikasi ini membantu saya menemukan pekerjaan yang saya butuhkan, semoga sukses buat kalian semua pencari cuan, terimakasih. 🙂🙂"
Nyimaz Harum,4,2024-08-11 02:33:40,saya coba dulu 4 kalo berhasil dapat kerjaan saya kasih pull
Fiquesub 08,1,2024-08-11 02:31:34,"kerjaan disekitar sangat sedikit, tetapi di daerah bali dan jawa timur melimpah. ada apa dengan glints? lama lama makin gak beres"
Bunda Yanti,4,2024-08-11 00:23:13,membantu dalam mencari kerja
Riki Wahyudi,5,2024-08-10 14:45:11,semoga dapet kerja
Irfan Rizky Saputra,5,2024-08-10 14:19:47,"Good untuk berikhtiar mencari pekerjaan, semoga dpt kerjaan dinaplikasi ini"
Achmad Choirul Anwar,5,2024-08-10 11:54:48,Aplikasi loker yang memiliki fitur yang cukup lengkap dan sangat membantu bagi para pencari kerja
Moh Abdul,5,2024-08-10 11:52:03,bagus
Prasetyo Agil,5,2024-08-10 11:00:54,semoga saya cepat dapat pekerjaan
Ilham mzs,3,2024-08-10 10:29:15,"Ini webnya sering eror apa gimana nih? Aplikasinya kurang bagus ngasih rekomendasinya, itu-itu lagi. Kalau di web rekomendasi bagus, banyak variasi tapi sering gak bisa diakses."
Henoch Budi Prasetyo,5,2024-08-10 10:00:07,keren
Bangkit Kembali,5,2024-08-10 07:11:46,baik
Mas Juned,5,2024-08-10 05:56:25,JUNAEDI JUN
J Kasuma,5,2024-08-10 02:05:15,best
Herdy Well,5,2024-08-10 00:59:25,bagus sangat jelas setiap prosesnya
hendra priyatna,5,2024-08-09 17:04:30,mudahan2 cepat di terima
ibnul design,5,2024-08-09 16:19:53,good
elang fahamsyah,5,2024-08-09 14:49:14,sangat membantu
Kainalainaina,5,2024-08-09 12:51:39,semoga lancar
Hari Novandi,5,2024-08-09 12:35:33,Good
Saryanto Anto,5,2024-08-09 12:35:03,sangat membantu
Sakinah Fresti,5,2024-08-09 11:58:09,baguss banget
Mul Maulana,1,2024-08-09 11:24:24,Lumayan ke bantu buat mencari loker
Panji Siagian Panji,3,2024-08-09 08:06:50,Sangat membantu
Alif Janu k,5,2024-08-09 07:12:07,sangat membantu dalam mencari pekerjaan🙏
Rahman zein,5,2024-08-09 06:38:39,kwren
nanang kurniawan,5,2024-08-09 06:27:29,simple
Niswa 2023,3,2024-08-09 06:17:52,3dulu nanti klo dapat kerja Bintang 5
Donny Des Akhyar,5,2024-08-09 04:54:48,yes good
David Dapit,5,2024-08-09 03:29:06,benar benar banyak pekerjaan saya kagum
Regita Anggraeini,5,2024-08-09 02:49:17,bagus
Iyam Mariam,5,2024-08-09 02:09:33,Good
Dewi Sartika,5,2024-08-09 01:33:11,sangat bagus dan membantu.
Ahmad Ripanto,3,2024-08-09 01:01:35,d ksh 3 dlu karena blm dpt
Purwana April,5,2024-08-08 20:51:57,Hapus sampa
Gaming 08,4,2024-08-08 19:30:55,bagus
Maldini,5,2024-08-08 18:47:48,Ter-Baik
Rafael Tobing,5,2024-08-08 18:30:45,Nice Application
Ali yansyah,5,2024-08-08 17:54:22,Okey makasi
irena eldriani,1,2024-08-08 14:54:16,"knapa setelah di update aplikasi tidak bisa digunakan, tertulis ""glitns terhenti"". Bagaimana menanggapinya?"
Muhammad Herdiana,5,2024-08-08 12:54:47,sangat membantu
Vikarinda Virginia,5,2024-08-08 12:08:00,bagus
Eric Prakasa,5,2024-08-08 11:43:01,Bagus
Alief Signy,5,2024-08-08 09:34:20,sangat membantu 🙏
Ichsan J,3,2024-08-08 08:36:20,belum ada perkembangan
Alfa Nepali,5,2024-08-08 06:04:40,terlalu keren
Anak Pertama,5,2024-08-08 04:37:15,bagus untuk mencari kerja
Mardayat Edane,5,2024-08-08 02:23:05,good
Renaldy Tanjung,2,2024-08-08 00:47:53,Preferensi untuk penempatan posisi menganggu. Karena bidang yang dipilih cuma terbatas
Leo Wibisono,5,2024-08-07 22:57:06,bagus membantu sekali
Kristopel Sinaga (kristo),5,2024-08-07 17:06:11,bagus
Supriadi,5,2024-08-07 14:03:18,"sangat bermanfaat ,sesuai ini aplikasi"
Ibu elih Ibu elih,2,2024-08-07 12:16:59,Bagus !!!
husain basyri,5,2024-08-07 12:06:22,good app
Albert Suranta Tambun,5,2024-08-07 11:28:49,Sangat Bagus
Dicky dicky,5,2024-08-07 10:59:54,bintang lah yg dapat menilai Glints
Jefrianus Bili,5,2024-08-07 10:25:26,sangat memudah dalam mencari lowong pelerjan
Suherman Herman,5,2024-08-07 09:26:23,sangat membantu dalam mencari kerja
Ashilahasiyah Kusnadi,5,2024-08-07 09:06:22,recomended
Allwan Yasiz,5,2024-08-07 07:34:45,bagus
Ical Ilyas,5,2024-08-07 06:49:41,ya gitulah
Borexz Marno,5,2024-08-07 05:56:11,Semoga bisa lgsg dpat kerja di apk glints
Pur Purnomo,5,2024-08-07 04:43:54,sangat membantu
agung dermawan,5,2024-08-07 03:40:57,sangat membantu
Dahlia Anggraini,1,2024-08-07 03:39:15,APLIKASI HOAXS !! GW SUDAH NGELAMAR 200 LAMARAN DI GLINTS SUDAH 3 BULAN GW NGELAMAR GA ADA 1 PUN YANG DI PANGGIL KERJA !! 😢
Madsum Madsum,5,2024-08-07 02:04:37,"Lumayan sangat membantu,juga mudah difahami"
Karim Muzakki,5,2024-08-07 01:56:34,manyap
Diandra Diandra,5,2024-08-07 01:29:13,baru pertama lewat aplikasi
Darul Mustofa,3,2024-08-07 01:00:23,belum pernah dapat panggilan
Ujang Supriyatna,5,2024-08-07 00:54:20,Ok
Pandiasmat Pandi,5,2024-08-06 15:38:30,puas banget jadi mudah
Marde rian,5,2024-08-06 15:31:36,sangat mudah untuk cari kerja
simkuring 04,5,2024-08-06 12:53:41,sangat seneng sekali
Fakihsurya Atmaja,1,2024-08-06 12:19:33,"Jarak sangat sangat tidak akurat,"
Lumina,2,2024-08-06 12:05:58,Kenapa di pencarian rekam medis ngga ada min😭😭
Aldi Putra,5,2024-08-06 11:44:17,Sangat membantu
Adi Mangadu Tua,5,2024-08-06 09:43:48,sungguh sangat memuaskan.
Asep Sutiawan,5,2024-08-06 09:17:15,bagus
AndreTri Hadi,5,2024-08-06 08:53:36,mantap
amru kaizsa,5,2024-08-06 08:35:19,bermanfaat sekali
yudhi razak,5,2024-08-06 03:40:39,bagus infonya selalu update 👍🙏
Farkhan Hidayat,1,2024-08-06 02:31:15,"Aplikasi ga jelassss, Bad, Creepy. Ga membantu!!"
syarip Syaripudin,5,2024-08-06 02:26:33,semoga dapat membantu saya mencari kerjaan
Seti erlita Lalang,5,2024-08-06 02:26:01,baik
ADITYA GAMEZONE,5,2024-08-05 16:18:04,nice
Abiw Satria,4,2024-08-05 13:44:16,yuk gabung
Cahya Murni,5,2024-08-05 12:49:40,bagus buat cari kerja
Tampan Malikul HA,4,2024-08-05 11:52:41,oke guys
nanik apriyani,5,2024-08-05 11:04:12,aplikasi memudahkan para pencari kerja
Difel kidss,5,2024-08-05 08:54:42,aplikasinya bagus banget
Septiyan Rudi,5,2024-08-05 08:03:21,sangat membantu menemukan lowongan pekerjaan
Wiwik Pratiwi,5,2024-08-05 06:44:24,Fitur mudah di pahami dan sangat membantu
Alfi sr Ucok,5,2024-08-05 05:59:12,cocok untuk orang yang bisanya ngabisin harta orang tua
Mulyadi “Abi cemul” Mul,4,2024-08-05 05:27:18,coba dulub
MOHAMAD NASRUDIN,5,2024-08-05 05:19:22,sangat bagus
boim botax,4,2024-08-05 05:13:51,Okk bgt
Sri hartuti ibrahim,5,2024-08-05 04:22:33,sangat baik
Kahar Kahar,5,2024-08-05 01:43:14,makasih
Taufiiq Nurrokhim,3,2024-08-05 00:14:14,coba dulu
Tri Jayanti,3,2024-08-04 20:28:14,coba
aris kanzha,5,2024-08-04 19:29:23,Mantap bisa chat dengan HRD
Anton Kona,5,2024-08-04 17:11:56,membantu melamar pekerjaan
Aku Hamil,5,2024-08-04 17:08:22,ok
Rizal Aditia mahendra,1,2024-08-04 15:13:26,Pencarian kota tidak sesuai contoh pencarian bandung tapi kebanyakan muncul malah badung bali
iwan amaranggana,5,2024-08-04 15:06:18,Aplikasi ini membantu untuk mejembatani antara pelamar dan perusahaan notifnya gak ribut dan ribeut sekarang gak nyari loker lagi bsk sudah berangkat kerja di tempat yg baru trimks glint.
Woyo Faizan,5,2024-08-04 07:28:58,lbh mudah&bisa chat ke HRD lgsg
Wahyu Purnama,5,2024-08-04 07:00:18,sangat membantu mencari lowongan pekerjaan
Yudo Margono,5,2024-08-04 06:54:45,sangat bermanfaat
Ilham Khairuddin Fathony,1,2024-08-04 04:58:36,"Filter ga bisa di set seluruh area Indonesia, harus milih maksimal 3 kota. Pokoknya fitur Filternya menyusahkan banget, lebih mudah yang versi desktop"
Mardiana nasution Mardiana,5,2024-08-04 01:41:43,bagus
Susanti -,5,2024-08-04 01:31:32,mantul aplikasinya
Jafar Jafar,5,2024-08-03 23:17:51,"sangat memuaskan dan membantu bagi yang mencari kerja, bismillah dapat"
Kahfi Kahfi,5,2024-08-03 13:37:38,ini sangat lah bagus untuk mencari kerja an
Bakrudin,5,2024-08-03 13:15:13,bagus mantap
"Rofik,ah Siti",5,2024-08-03 12:59:43,Kerja drever
Abet Aritonang,5,2024-08-03 10:29:51,so far so good
Ibnu Hajar,5,2024-08-03 09:34:57,Good job
ikbal fernando,5,2024-08-03 08:16:51,good
Kezia yemima Kezia,5,2024-08-03 07:12:15,Baru belajar
ali syahputra,5,2024-08-03 07:02:11,bagus buat ya Lom dapat pekerjaan
Faizal Rizky,5,2024-08-03 06:23:44,good job
Adam Peb,5,2024-08-03 05:38:38,mantap
Ardiansyah Ardi,5,2024-08-03 05:21:09,sangat membantu
Fajar 24,3,2024-08-03 05:15:13,Kenapa tidak bisa ubah photo profil ya?
Danurwinda Adi nugraha,5,2024-08-03 03:04:21,"Rata"" nerimanya sarjana euyy,sedangkan ane hny lulusan SMP,cuman modal SIM B1 aja."
yayah 1975,5,2024-08-03 00:37:12,is good
hanif jumitra,5,2024-08-02 18:58:09,sangat membantu
Hardiansyah prank,5,2024-08-02 13:34:27,bagus
alex Ibrahim,5,2024-08-02 12:35:03,ok
Dian Setiawan,3,2024-08-02 12:03:03,saya coba dulu
Adam nizam,5,2024-08-02 10:47:24,good
Tiyung Ku,5,2024-08-02 10:34:16,saya langsung dapet kerjaan
Heri Heryansyah,5,2024-08-02 10:21:38,Nice
ivan zeri,4,2024-08-02 07:31:53,saya masih belum dipanggil interview
NAH RAWI,2,2024-08-02 07:26:32,bagus
fitri widya,5,2024-08-02 06:51:17,"Makasih glints, aku dapet kerja dari glints🥰"
Yohan Apriyandi,5,2024-08-02 04:01:28,"the app easy to use, light and I like the UI so simply"
Whinos Metra,5,2024-08-02 02:21:01,"ada beberapa pemosting iklan yang mungkin tidak baca experience, padahal skill dan model bisnis sama tapi di tolak dengan alasan tak sesuai skill dan model bisnis"
Zuhrotul Maghfiroh,5,2024-08-02 01:57:12,bagus
Alvin _betnas,5,2024-08-01 23:50:39,Mudah
Anida Septi,5,2024-08-01 17:52:30,Bagus tapi kurang lengkap
trysha ratu,1,2024-08-01 17:05:42,"banyak bug, aplikasi sering ketutup sendiri pdhl sebelumnya baik baik aja. koneksi internet saya bagus, memo saya tidak penuh jd ini semua murni karna bug. mohon segera di perbaiki."
Lea Hedy,5,2024-08-01 16:53:10,sangat membutuhkan pekerjaan
Adit Opik,5,2024-08-01 16:49:22,sangat membantu
Faisal Faisal,4,2024-08-01 14:50:32,"aplikasi ini sangat membantu sekali untuk para pencari kerja,."
Aria Melani,5,2024-08-01 14:43:17,"Terimakasih glints, aku pale kurleb1 bulan langsung dapet kerja"
Hasan Aripin,1,2024-08-01 13:34:00,Sekian byk lamaran yang saya ajukan tidak ada tanggapan oleh pihak pembuat loker. ( Fiktif ).
Muhammad Khaliq,5,2024-08-01 12:55:48,kerenn
Muhammad Misbahul Munir,5,2024-08-01 12:09:48,Keren banget
Rohman Andir,5,2024-08-01 06:32:07,bagus
Andy Sensasional,5,2024-08-01 06:27:11,mantap
Pir Daus,5,2024-08-01 04:31:07,baik
putra ramzi,5,2024-08-01 04:00:13,good aplikasi
Saraswati Soelistiorini,5,2024-08-01 03:26:36,bagus
pekik marle,4,2024-08-01 03:04:21,aplikasinya mantep
A third of The night,1,2024-08-01 00:16:05,"Uda peke glints dari tahun 2018-2023 dipanggil interview sekali aja ga pernah, ga guna ini aplikasi.. uninstal!"
Rusli Hidayah,5,2024-07-31 23:28:07,terbaik
Kurdin Asep,5,2024-07-31 16:49:41,Mudah dan bisa pilih apa yang kita cari
Muhammad Wachjudi,5,2024-07-31 16:29:11,Semoga aplikasi ini benar benar memberikan bukti dan dapat menambahkan penghasilan yang lebih baik
Ais Lisnawati,4,2024-07-31 15:05:07,"bagus banyak lowongan bekerja disini,saya dapet tempat magang disini alhamdulilahh terima kasih glints🥹🥰"
Rizky Putri Maharani,5,2024-07-31 14:42:34,"Fitur mudah dipahami, dan pengaplikasian sangat mudah. Hanya kekurangan nya di filter pencarian tempat kerja yang kurang relavan, but all udah keren. Di apk ini juga saya dapat pekerjaan yang saya impikan, thankss."
Nur Alamsyah,5,2024-07-31 11:57:23,Ok
M adi wicaksono,5,2024-07-31 11:49:50,ok
Sandri Saputra Mooduto,5,2024-07-31 11:20:22,mantap
Rabbani Dompu,5,2024-07-31 10:39:43,menyalaaa
mohammmad Rizki Ardana,5,2024-07-31 09:57:36,keren
Darilan _,1,2024-07-31 07:54:45,"Aplikasi buruk, mau hapus akun aja susah banget mana loker kayak enggak pernah diupdate. Tingkatkan lagi aplikasinya"
Putra Kembar,5,2024-07-31 02:53:03,Saya baru bergabung di apk ini. Semoga saja degan ada nya apk ini saya lebih mudah mencari pekerjaan. Aamiin
Muslihatun Madjapar,5,2024-07-31 02:46:28,terimakasih¹
Romeo Saputra,5,2024-07-31 01:50:37,terimakasih sangat membantu untuk mencari lowongan kerja yang sesuai dengan kemampuan yang dimiliki.
Ade Ira,5,2024-07-30 13:30:46,memudahkan mencari kerjaan
Ardansyah,5,2024-07-30 09:51:15,mantap
jufri akbar,5,2024-07-30 09:51:08,"sangat membantu, dan mudah untuk mencari pekerjaan"
Kessy In,4,2024-07-30 09:43:48,okeesi
Reza Maulana,5,2024-07-30 08:18:45,ok banget
Eponk Elbara,5,2024-07-30 08:11:16,ok
osbon daniel silaban,5,2024-07-30 07:33:42,memudahkan mencari informasi dan pekerjaan
Taufik Hidayat,5,2024-07-30 04:21:57,goddd👍
Muhammad Nawawi,5,2024-07-30 04:18:28,aplikasi nya bagus bngt bisa memudah kn org cari pekerjaan
Malik Malik12,5,2024-07-30 02:38:25,saya butuh pekerjaan sekarang
Muhamad Agus ramdani,1,2024-07-30 02:18:22,Dalam memilih loker di aplikasi ini harus cermat karena banyak penipu.. Anda juga harus tau ciri ciri tentang penipuan.. Pokonya waspada.
Nova Singro,5,2024-07-29 17:44:13,terima kasih buat admin glints sangat membantu bagi yang sangat membutuh kan pekerjaan
Akatsuki Joseph,5,2024-07-29 17:13:37,terimakasih karena sudah sangat membantu untuk kami yg sedang mencari informasi pekerjaan yg pasti.
Martha Belseran,5,2024-07-29 16:30:01,Love
SR TV,4,2024-07-29 15:29:46,"mohon dirubah lagi, jika kita sudah melihat lowongan kerja, kasih notif di bawahnya(viewed/sudah dilihat), kasih notif, dan kasih tambahan lowongan lagi (masih sedikit lowongannya) daripada jobstreet dan indeed"
Samina,5,2024-07-29 15:28:08,semoga berhasil
Safrudin Badawi,5,2024-07-29 14:37:38,sangat membantu mencari lowongan pekerjaan
Michelle Christopher,5,2024-07-29 14:26:37,sangat membantu dalam mencari pekerjaa
Andri Daffa,5,2024-07-29 09:57:09,"sangat membantu ,keren banget"
Rapa Saputra,1,2024-07-29 09:51:12,gk bisa dapat uang
Maulanza Anza,5,2024-07-29 09:03:23,Apply disini cepatt tanggapan nya
endah kurnia,5,2024-07-29 08:21:41,"Aplikasi jobseeker yang paling ok sih menurutku.. fast respon, setiap proses ada notifikasi, mau kita ditolak oleh perusahaan juga ada pemberitahuan jadi kita tau hasil lamaran kita."
Obi Mesa,1,2024-07-29 08:03:57,Blom ada panggilan dr 200 lamaran
Chris topper,5,2024-07-29 05:37:50,Mantap Caur:)
Anwar Rahman,5,2024-07-29 05:23:44,"Bagus sekali ini aplikasi, bisa membantu cari lowongan pekerjaan"
Destra Eka Putra,5,2024-07-29 04:57:06,"WOW,SANGAT KEREN APLIKASI GLINTS INI SANGAT' KEREN, KARNA APLIKASI INI BISA CARI LOKER DENGAN SESUAI IMPIAN KALIAN LOH GUYS"
Kang Iwa,5,2024-07-29 03:30:45,jossss
Adim Adem,4,2024-07-29 03:02:47,tersedia banyak loker. good lah .
